Fecha;Tipo de Empleado;Departamento;Razon de Salida;Estado de Dedicacion;Nivel de Educacion;Ubicacion;Nivel de Antiguedad;Edad;Años en la Empresa;Salario Anual (USD);Horas Trabajadas por Semana;Tasa de Rotacion (%);Evaluacion de Desempeño (0-5);Tiempo de Capacitacion (horas)
22/11/2024;Gerente de Proyecto;Ventas;Cambio de Sector;Alto;Tecnico;Remoto;Senior;52;1;82863;45;3,0610;;
6/1/2024;Tester;Soporte;Jubilacion;Promedio;Doctorado;Sucursal 1;Semi Senior;65;7;78444;47;5,2273;;
31/8/2024;Ingeniero de Software;Recursos Humanos;Renuncia;Alto;Licenciatura;Oficina Principal;Semi Senior;38;9;56045;38;7,7218;;
5/11/2024;UI/UX Designer;Ventas;Jubilacion;Bajo;Otros;Oficina Principal;Lider;65;3;28924;36;1,5539;;
22/9/2024;UI/UX Designer;Recursos Humanos;Cambio de Sector;Bajo;Otros;Sucursal 1;Senior;48;4;74216;48;3,7871;;
28/9/2024;Tester;Operaciones;Falta de Oportunidades;Alto;Master;Remoto;Junior;49;7;43916;47;3,2009;;
8/11/2024;UI/UX Designer;Soporte;Jubilacion;Alto;Tecnico;Remoto;Senior;65;10;76348;45;8,1911;;
5/4/2024;Gerente de Proyecto;Soporte;Jubilacion;Promedio;Otros;Oficina Principal;Junior;65;7;51547;44;4,9084;;
27/6/2024;UI/UX Designer;Recursos Humanos;Cambio de Sector;Promedio;Otros;Oficina Principal;Junior;57;3;75307;41;7,0539;;
21/7/2024;Desarrollador;Desarrollo;Renuncia;Promedio;Tecnico;Sucursal 1;Junior;46;6;99903;45;6,1364;;
14/10/2024;Product Owner;Operaciones;Condiciones Laborales;Promedio;Doctorado;Remoto;Junior;65;6;77395;38;7,2297;;
2/4/2024;Tester;Recursos Humanos;Condiciones Laborales;Promedio;Master;Sucursal 1;Director;42;7;110483;41;7,9161;;
7/2/2024;Analista de Datos;Consultoria;Renuncia;Alto;Master;Oficina Principal;Senior;52;10;48046;39;1,3451;;
17/12/2024;Tester;Soporte;Renuncia;Bajo;Master;Remoto;Junior;63;8;87648;40;2,9709;;
3/12/2024;Ingeniero de Software;Soporte;Condiciones Laborales;Alto;Tecnico;Oficina Principal;Senior;39;5;21429;38;1,9374;;
21/1/2024;Product Owner;Desarrollo;Jubilacion;Bajo;Tecnico;Remoto;Lider;65;4;34794;42;5,7264;;
7/11/2024;Gerente de Proyecto;Recursos Humanos;Condiciones Laborales;Bajo;Licenciatura;Sucursal 1;Junior;43;10;84340;37;4,3484;;
21/10/2024;Desarrollador;Operaciones;Falta de Oportunidades;Bajo;Otros;Oficina Principal;Junior;37;6;55846;46;2,7815;;
1/6/2024;Tester;Ventas;Despido;Alto;Master;Sucursal 1;Lider;41;5;75183;37;5,1694;;
7/4/2024;UI/UX Designer;Operaciones;Condiciones Laborales;Alto;Master;Oficina Principal;Junior;31;5;49781;48;9,2332;;
30/6/2024;Gerente de Proyecto;Operaciones;Renuncia;Alto;Tecnico;Remoto;Junior;47;1;60534;43;9,4487;;
22/5/2024;Gerente de Proyecto;Marketing;Falta de Oportunidades;Bajo;Tecnico;Oficina Principal;Junior;44;3;108893;45;3,0731;;
12/8/2024;Desarrollador;Desarrollo;Jubilacion;Alto;Otros;Oficina Principal;Senior;65;8;50975;40;7,7455;;
5/11/2024;Tester;Soporte;Condiciones Laborales;Alto;Master;Sucursal 1;Director;35;5;88660;44;5,6697;;
21/1/2024;Tester;Recursos Humanos;Despido;Promedio;Master;Sucursal 1;Junior;44;5;26845;38;3,4198;;
10/12/2024;Gerente de Proyecto;Soporte;Cambio de Sector;Promedio;Tecnico;Remoto;Senior;26;5;61551;39;5,4762;;
14/1/2024;Analista de Datos;Operaciones;Jubilacion;Promedio;Doctorado;Oficina Principal;Semi Senior;65;8;62301;45;2,2322;;
21/9/2024;Product Owner;Operaciones;Falta de Oportunidades;Promedio;Otros;Sucursal 1;Junior;32;7;67907;48;8,8221;;
4/4/2024;UI/UX Designer;Desarrollo;Cambio de Sector;Promedio;Master;Remoto;Semi Senior;65;2;58811;46;8,9003;;
19/8/2024;Product Owner;Consultoria;Despido;Promedio;Otros;Sucursal 1;Director;26;4;17759;36;3,7158;;
24/5/2024;Product Owner;Soporte;Condiciones Laborales;Alto;Master;Remoto;Senior;26;1;48213;47;3,7471;;
18/9/2024;Analista de Datos;Operaciones;Falta de Oportunidades;Alto;Doctorado;Sucursal 1;Lider;30;6;75884;38;1,2113;;
20/8/2024;Ingeniero de Software;Operaciones;Jubilacion;Bajo;Doctorado;Remoto;Junior;65;9;15814;43;7,1262;;
10/4/2024;Product Owner;Recursos Humanos;Falta de Oportunidades;Promedio;Licenciatura;Remoto;Semi Senior;56;6;98959;41;5,9862;;
12/3/2024;Ingeniero de Software;Marketing;Jubilacion;Bajo;Tecnico;Oficina Principal;Senior;65;1;82928;48;1,4027;;
21/12/2024;Analista de Datos;Consultoria;Jubilacion;Promedio;Master;Remoto;Lider;65;2;111300;37;9,4070;;
17/12/2024;Product Owner;Soporte;Jubilacion;Bajo;Otros;Sucursal 1;Lider;65;9;99926;46;4,1504;;
3/3/2024;Desarrollador;Soporte;Renuncia;Alto;Doctorado;Oficina Principal;Senior;41;9;15205;45;7,5016;;
23/7/2024;Ingeniero de Software;Soporte;Jubilacion;Bajo;Master;Oficina Principal;Semi Senior;65;6;97288;44;3,5967;;
6/2/2024;UI/UX Designer;Operaciones;Renuncia;Alto;Otros;Remoto;Director;41;4;24917;48;4,2131;;
2/11/2024;Tester;Recursos Humanos;Falta de Oportunidades;Promedio;Master;Sucursal 1;Director;60;7;85509;41;8,3262;;
27/4/2024;Ingeniero de Software;Soporte;Jubilacion;Bajo;Otros;Oficina Principal;Lider;65;7;67397;43;7,5465;;
1/3/2024;Ingeniero de Software;Recursos Humanos;Falta de Oportunidades;Bajo;Master;Remoto;Semi Senior;44;8;61790;48;4,3634;;
21/10/2024;Product Owner;Desarrollo;Jubilacion;Bajo;Master;Oficina Principal;Junior;65;8;99216;36;2,7596;;
16/7/2024;Gerente de Proyecto;Recursos Humanos;Condiciones Laborales;Promedio;Doctorado;Remoto;Lider;51;1;39458;41;5,8369;;
25/3/2024;Desarrollador;Operaciones;Renuncia;Promedio;Doctorado;Remoto;Senior;61;4;25797;48;3,1583;;
11/11/2024;Desarrollador;Consultoria;Renuncia;Alto;Licenciatura;Sucursal 1;Semi Senior;37;2;43024;41;9,8653;;
23/11/2024;Tester;Marketing;Falta de Oportunidades;Alto;Doctorado;Oficina Principal;Lider;47;7;68853;47;6,1189;;
3/5/2024;Analista de Datos;Recursos Humanos;Falta de Oportunidades;Alto;Otros;Remoto;Semi Senior;38;3;69353;38;9,7003;;
6/7/2024;Product Owner;Soporte;Falta de Oportunidades;Promedio;Master;Oficina Principal;Junior;25;10;111169;37;9,4423;;
2/11/2024;Tester;Ventas;Cambio de Sector;Alto;Master;Remoto;Senior;47;8;23789;48;9,0054;;
27/1/2024;Desarrollador;Marketing;Falta de Oportunidades;Bajo;Otros;Remoto;Director;57;3;29081;37;8,4987;;
7/11/2024;Ingeniero de Software;Soporte;Despido;Alto;Doctorado;Remoto;Semi Senior;44;9;95231;35;9,3352;;
19/11/2024;Desarrollador;Recursos Humanos;Despido;Alto;Doctorado;Sucursal 1;Senior;65;2;89148;46;5,3023;;
6/2/2024;UI/UX Designer;Consultoria;Jubilacion;Bajo;Otros;Sucursal 1;Director;65;1;93197;43;5,8190;;
19/6/2024;Tester;Marketing;Condiciones Laborales;Bajo;Licenciatura;Sucursal 1;Senior;28;2;49408;35;4,5533;;
24/5/2024;Desarrollador;Recursos Humanos;Condiciones Laborales;Promedio;Otros;Sucursal 1;Semi Senior;64;8;72528;46;2,2874;;
26/12/2024;Analista de Datos;Marketing;Condiciones Laborales;Bajo;Tecnico;Oficina Principal;Semi Senior;45;4;89991;37;9,3412;;
29/3/2024;Analista de Datos;Marketing;Condiciones Laborales;Promedio;Tecnico;Remoto;Junior;62;7;83347;47;1,2204;;
23/9/2024;Tester;Operaciones;Despido;Promedio;Master;Remoto;Junior;56;7;31079;43;7,3519;;
26/3/2024;Ingeniero de Software;Recursos Humanos;Renuncia;Alto;Tecnico;Oficina Principal;Junior;33;8;45645;35;2,9738;;
20/3/2024;Analista de Datos;Consultoria;Cambio de Sector;Alto;Otros;Remoto;Director;58;10;19596;39;1,5149;;
29/12/2024;Desarrollador;Recursos Humanos;Condiciones Laborales;Bajo;Otros;Oficina Principal;Junior;32;6;57412;43;4,6843;;
11/10/2024;Product Owner;Ventas;Falta de Oportunidades;Bajo;Master;Sucursal 1;Senior;45;9;53136;36;2,2816;;
13/6/2024;Tester;Desarrollo;Jubilacion;Alto;Tecnico;Oficina Principal;Director;65;7;95186;40;8,4711;;
26/4/2024;Analista de Datos;Recursos Humanos;Renuncia;Promedio;Tecnico;Oficina Principal;Senior;25;8;71097;40;7,0212;;
25/6/2024;Analista de Datos;Consultoria;Condiciones Laborales;Alto;Master;Sucursal 1;Senior;29;6;60795;38;7,6814;;
9/11/2024;Gerente de Proyecto;Consultoria;Cambio de Sector;Bajo;Otros;Oficina Principal;Senior;28;2;99415;35;6,7994;;
30/11/2024;Tester;Consultoria;Jubilacion;Bajo;Doctorado;Oficina Principal;Director;65;2;62093;46;2,0839;;
17/3/2024;Gerente de Proyecto;Marketing;Renuncia;Promedio;Otros;Remoto;Semi Senior;54;7;93549;46;6,3400;;
28/1/2024;Analista de Datos;Consultoria;Falta de Oportunidades;Alto;Master;Oficina Principal;Lider;51;9;74863;37;1,7822;;
11/11/2024;Desarrollador;Consultoria;Jubilacion;Alto;Licenciatura;Oficina Principal;Senior;65;1;36648;37;7,2277;;
17/3/2024;UI/UX Designer;Recursos Humanos;Jubilacion;Bajo;Tecnico;Oficina Principal;Junior;65;3;108429;45;4,4614;;
1/12/2024;Ingeniero de Software;Consultoria;Cambio de Sector;Bajo;Otros;Remoto;Junior;41;2;31044;35;6,7100;;
4/3/2024;UI/UX Designer;Recursos Humanos;Renuncia;Alto;Doctorado;Remoto;Director;62;9;65099;35;7,4766;;
6/12/2024;Product Owner;Soporte;Jubilacion;Promedio;Tecnico;Remoto;Lider;65;5;37357;48;2,8881;;
1/12/2024;UI/UX Designer;Consultoria;Cambio de Sector;Promedio;Licenciatura;Remoto;Director;63;6;99184;37;5,5687;;
24/5/2024;Analista de Datos;Consultoria;Jubilacion;Bajo;Master;Remoto;Director;65;4;107910;35;1,3677;;
26/1/2024;Ingeniero de Software;Operaciones;Condiciones Laborales;Bajo;Tecnico;Sucursal 1;Lider;24;2;106859;43;2,6518;;
10/8/2024;Ingeniero de Software;Soporte;Despido;Alto;Otros;Remoto;Lider;49;10;53182;46;7,6692;;
22/7/2024;Gerente de Proyecto;Desarrollo;Falta de Oportunidades;Promedio;Master;Remoto;Junior;55;10;68295;46;7,6836;;
30/6/2024;Tester;Soporte;Falta de Oportunidades;Bajo;Tecnico;Oficina Principal;Semi Senior;52;10;38733;41;6,1429;;
4/6/2024;Gerente de Proyecto;Consultoria;Cambio de Sector;Promedio;Master;Sucursal 1;Senior;37;6;97788;42;6,7748;;
10/10/2024;Ingeniero de Software;Consultoria;Renuncia;Bajo;Doctorado;Sucursal 1;Junior;62;4;76829;44;8,1377;;
13/5/2024;Product Owner;Consultoria;Jubilacion;Bajo;Tecnico;Sucursal 1;Lider;65;3;20827;44;7,7479;;
1/6/2024;Tester;Desarrollo;Condiciones Laborales;Promedio;Master;Remoto;Director;29;8;31515;48;9,6357;;
29/5/2024;Gerente de Proyecto;Ventas;Despido;Promedio;Doctorado;Sucursal 1;Senior;29;3;66740;45;1,3245;;
15/1/2024;Tester;Desarrollo;Renuncia;Alto;Tecnico;Sucursal 1;Senior;41;1;38874;40;7,8390;;
19/11/2024;Product Owner;Soporte;Falta de Oportunidades;Promedio;Doctorado;Sucursal 1;Lider;64;7;55209;44;4,9670;;
1/4/2024;Product Owner;Ventas;Cambio de Sector;Bajo;Master;Sucursal 1;Lider;31;8;90472;36;4,9025;;
8/6/2024;UI/UX Designer;Operaciones;Cambio de Sector;Bajo;Otros;Oficina Principal;Semi Senior;40;6;18998;47;6,9842;;
16/9/2024;Desarrollador;Recursos Humanos;Cambio de Sector;Bajo;Master;Sucursal 1;Junior;35;9;28224;40;4,7738;;
21/5/2024;Desarrollador;Recursos Humanos;Condiciones Laborales;Promedio;Otros;Remoto;Lider;61;5;111705;45;2,9313;;
16/4/2024;Gerente de Proyecto;Operaciones;Jubilacion;Alto;Otros;Oficina Principal;Junior;65;4;72193;41;4,4671;;
6/2/2024;Tester;Consultoria;Cambio de Sector;Promedio;Master;Oficina Principal;Junior;46;2;110702;38;7,7394;;
12/1/2024;Tester;Soporte;Falta de Oportunidades;Promedio;Master;Remoto;Junior;38;8;65319;43;6,1468;;
10/12/2024;UI/UX Designer;Desarrollo;Condiciones Laborales;Bajo;Otros;Oficina Principal;Semi Senior;53;6;98679;45;6,0841;;
17/11/2024;Ingeniero de Software;Soporte;Condiciones Laborales;Alto;Master;Sucursal 1;Junior;40;4;26781;48;5,7311;;
9/2/2024;Gerente de Proyecto;Operaciones;Renuncia;Alto;Otros;Oficina Principal;Semi Senior;25;6;108388;46;7,0050;;
6/9/2024;Gerente de Proyecto;Operaciones;Condiciones Laborales;Promedio;Otros;Remoto;Semi Senior;28;4;22502;36;5,5153;;
14/11/2024;Ingeniero de Software;Operaciones;Jubilacion;Promedio;Licenciatura;Sucursal 1;Semi Senior;65;1;88904;37;1,9668;;
6/12/2024;UI/UX Designer;Soporte;Jubilacion;Promedio;Tecnico;Sucursal 1;Semi Senior;65;9;110161;42;2,1479;;
11/2/2024;Ingeniero de Software;Ventas;Cambio de Sector;Bajo;Doctorado;Oficina Principal;Senior;51;9;69366;44;8,5483;;
3/10/2024;Gerente de Proyecto;Recursos Humanos;Condiciones Laborales;Promedio;Tecnico;Remoto;Semi Senior;44;6;18452;42;3,6433;;
21/4/2024;UI/UX Designer;Recursos Humanos;Renuncia;Alto;Doctorado;Oficina Principal;Semi Senior;64;6;78407;46;2,7054;;
4/4/2024;Tester;Desarrollo;Falta de Oportunidades;Alto;Tecnico;Oficina Principal;Lider;23;1;63184;48;5,4832;;
28/4/2024;Analista de Datos;Operaciones;Condiciones Laborales;Promedio;Doctorado;Remoto;Senior;30;2;24226;43;7,1562;;
28/10/2024;Desarrollador;Recursos Humanos;Despido;Alto;Doctorado;Sucursal 1;Director;33;3;42077;45;7,3018;;
27/3/2024;Product Owner;Operaciones;Cambio de Sector;Alto;Licenciatura;Remoto;Semi Senior;50;4;41526;45;8,7015;;
6/10/2024;Tester;Marketing;Cambio de Sector;Bajo;Doctorado;Remoto;Director;33;9;93045;36;7,9995;;
21/9/2024;Product Owner;Ventas;Despido;Bajo;Licenciatura;Oficina Principal;Senior;53;8;112611;36;3,0180;;
28/9/2024;Gerente de Proyecto;Ventas;Cambio de Sector;Promedio;Otros;Remoto;Junior;65;3;49054;40;1,2736;;
25/4/2024;Gerente de Proyecto;Recursos Humanos;Condiciones Laborales;Bajo;Tecnico;Sucursal 1;Lider;62;10;44930;43;2,4266;;
26/2/2024;Gerente de Proyecto;Desarrollo;Renuncia;Promedio;Licenciatura;Oficina Principal;Director;52;6;27485;35;6,5575;;
6/5/2024;Ingeniero de Software;Desarrollo;Jubilacion;Bajo;Master;Remoto;Senior;65;3;31433;42;7,4034;;
3/5/2024;Analista de Datos;Desarrollo;Renuncia;Promedio;Otros;Remoto;Junior;37;4;65871;37;6,8907;;
11/1/2024;Desarrollador;Recursos Humanos;Falta de Oportunidades;Alto;Master;Remoto;Lider;38;1;115307;43;9,1531;;
22/10/2024;Desarrollador;Recursos Humanos;Jubilacion;Promedio;Master;Oficina Principal;Semi Senior;65;4;17353;37;3,0971;;
26/12/2024;UI/UX Designer;Consultoria;Condiciones Laborales;Alto;Master;Sucursal 1;Semi Senior;59;3;24151;36;3,1040;;
23/2/2024;Analista de Datos;Operaciones;Jubilacion;Bajo;Otros;Sucursal 1;Director;65;4;117719;36;4,6663;;
25/8/2024;Tester;Recursos Humanos;Cambio de Sector;Promedio;Tecnico;Remoto;Director;61;3;30054;45;1,5147;;
22/4/2024;Ingeniero de Software;Operaciones;Jubilacion;Promedio;Master;Sucursal 1;Senior;65;5;77093;42;1,2113;;
5/8/2024;Product Owner;Operaciones;Despido;Bajo;Tecnico;Sucursal 1;Lider;40;7;64642;38;9,8170;;
27/10/2024;Product Owner;Ventas;Renuncia;Promedio;Otros;Oficina Principal;Lider;23;1;61146;35;8,6547;;
16/7/2024;Ingeniero de Software;Desarrollo;Falta de Oportunidades;Alto;Doctorado;Oficina Principal;Director;64;1;69256;43;9,4546;;
3/2/2024;Ingeniero de Software;Ventas;Despido;Alto;Doctorado;Sucursal 1;Junior;39;8;107196;44;2,2444;;
7/10/2024;UI/UX Designer;Desarrollo;Falta de Oportunidades;Promedio;Tecnico;Oficina Principal;Lider;53;1;109902;39;5,7497;;
10/4/2024;Analista de Datos;Consultoria;Despido;Promedio;Licenciatura;Sucursal 1;Lider;58;2;89997;48;1,3795;;
22/2/2024;Desarrollador;Ventas;Falta de Oportunidades;Alto;Otros;Oficina Principal;Lider;47;2;62226;41;6,5282;;
28/9/2024;Ingeniero de Software;Soporte;Condiciones Laborales;Alto;Otros;Sucursal 1;Semi Senior;57;5;115385;42;7,5980;;
9/5/2024;Analista de Datos;Operaciones;Condiciones Laborales;Alto;Master;Sucursal 1;Lider;24;8;94943;36;2,9746;;
28/7/2024;Tester;Recursos Humanos;Jubilacion;Bajo;Licenciatura;Remoto;Lider;65;10;20432;35;2,0382;;
26/6/2024;Gerente de Proyecto;Desarrollo;Falta de Oportunidades;Promedio;Licenciatura;Oficina Principal;Lider;31;9;17461;43;5,9880;;
15/6/2024;Gerente de Proyecto;Recursos Humanos;Condiciones Laborales;Bajo;Master;Sucursal 1;Lider;28;9;30381;39;7,9828;;
6/4/2024;Gerente de Proyecto;Ventas;Renuncia;Bajo;Doctorado;Oficina Principal;Senior;56;8;114212;39;3,4612;;
13/11/2024;Desarrollador;Desarrollo;Jubilacion;Alto;Tecnico;Sucursal 1;Director;65;7;31685;37;4,7027;;
3/1/2024;Desarrollador;Consultoria;Despido;Bajo;Master;Sucursal 1;Semi Senior;39;1;104452;46;6,0567;;
3/9/2024;UI/UX Designer;Soporte;Cambio de Sector;Promedio;Otros;Oficina Principal;Senior;29;10;91520;48;2,0770;;
4/5/2024;Product Owner;Operaciones;Condiciones Laborales;Bajo;Master;Remoto;Lider;36;3;32243;46;6,7162;;
11/2/2024;Analista de Datos;Consultoria;Condiciones Laborales;Promedio;Doctorado;Remoto;Lider;38;4;39789;48;8,0446;;
17/4/2024;UI/UX Designer;Consultoria;Cambio de Sector;Bajo;Tecnico;Remoto;Semi Senior;51;1;85013;43;4,9805;;
5/4/2024;Analista de Datos;Consultoria;Renuncia;Promedio;Licenciatura;Remoto;Senior;58;5;68474;44;6,7444;;
20/12/2024;Ingeniero de Software;Ventas;Condiciones Laborales;Bajo;Tecnico;Sucursal 1;Director;56;1;64534;47;4,5471;;
22/2/2024;Desarrollador;Ventas;Renuncia;Alto;Tecnico;Oficina Principal;Director;42;9;87211;38;2,7524;;
9/9/2024;Tester;Recursos Humanos;Condiciones Laborales;Alto;Licenciatura;Remoto;Junior;65;2;64311;42;7,9280;;
26/3/2024;Product Owner;Recursos Humanos;Cambio de Sector;Bajo;Master;Remoto;Senior;26;7;97361;41;5,2511;;
15/10/2024;Desarrollador;Soporte;Renuncia;Promedio;Master;Oficina Principal;Semi Senior;36;1;40134;39;5,8303;;
21/1/2024;Tester;Operaciones;Condiciones Laborales;Promedio;Doctorado;Remoto;Senior;46;1;73335;35;4,0219;;
4/2/2024;Tester;Ventas;Condiciones Laborales;Bajo;Master;Sucursal 1;Junior;59;5;101355;44;1,4579;;
3/8/2024;Gerente de Proyecto;Desarrollo;Despido;Alto;Licenciatura;Oficina Principal;Lider;31;4;107667;47;4,6304;;
30/7/2024;Analista de Datos;Consultoria;Jubilacion;Alto;Doctorado;Oficina Principal;Junior;65;4;114646;39;8,4291;;
1/12/2024;Product Owner;Operaciones;Falta de Oportunidades;Bajo;Doctorado;Oficina Principal;Lider;46;4;49937;39;8,6162;;
30/10/2024;Tester;Consultoria;Jubilacion;Promedio;Otros;Sucursal 1;Junior;65;2;37522;48;2,7558;;
30/8/2024;Gerente de Proyecto;Ventas;Jubilacion;Bajo;Master;Oficina Principal;Semi Senior;65;4;77351;43;2,7509;;
24/7/2024;Gerente de Proyecto;Desarrollo;Condiciones Laborales;Promedio;Otros;Remoto;Junior;29;7;76594;36;9,4167;;
25/7/2024;Ingeniero de Software;Recursos Humanos;Falta de Oportunidades;Promedio;Licenciatura;Sucursal 1;Director;44;8;36574;36;5,8960;;
3/5/2024;Product Owner;Desarrollo;Condiciones Laborales;Bajo;Doctorado;Sucursal 1;Junior;37;4;80165;41;3,1494;;
20/9/2024;UI/UX Designer;Consultoria;Despido;Bajo;Tecnico;Oficina Principal;Director;52;5;16974;44;2,1928;;
25/6/2024;UI/UX Designer;Ventas;Cambio de Sector;Promedio;Doctorado;Oficina Principal;Lider;34;10;18517;48;6,3823;;
5/10/2024;UI/UX Designer;Operaciones;Renuncia;Promedio;Master;Sucursal 1;Junior;61;6;107338;41;7,4106;;
11/6/2024;Ingeniero de Software;Marketing;Despido;Promedio;Tecnico;Oficina Principal;Semi Senior;41;5;50096;42;3,9056;;
2/9/2024;Gerente de Proyecto;Soporte;Jubilacion;Bajo;Doctorado;Oficina Principal;Director;65;4;113368;47;2,1621;;
13/5/2024;Tester;Recursos Humanos;Despido;Bajo;Tecnico;Oficina Principal;Junior;32;6;74618;41;2,4220;;
2/9/2024;Ingeniero de Software;Recursos Humanos;Despido;Alto;Otros;Oficina Principal;Semi Senior;30;9;32775;47;8,0706;;
26/6/2024;Desarrollador;Recursos Humanos;Condiciones Laborales;Promedio;Otros;Remoto;Lider;36;8;63119;38;9,6217;;
11/5/2024;Tester;Soporte;Despido;Promedio;Tecnico;Remoto;Lider;52;2;54388;40;8,4565;;
16/5/2024;Product Owner;Soporte;Renuncia;Promedio;Master;Oficina Principal;Director;53;5;116440;44;6,7345;;
21/9/2024;Tester;Consultoria;Cambio de Sector;Promedio;Otros;Sucursal 1;Lider;63;8;45701;42;8,6002;;
18/8/2024;Tester;Recursos Humanos;Jubilacion;Promedio;Otros;Sucursal 1;Lider;65;4;17616;37;9,2047;;
14/9/2024;Tester;Consultoria;Cambio de Sector;Promedio;Licenciatura;Remoto;Junior;48;5;112199;46;6,7742;;
12/12/2024;Analista de Datos;Ventas;Jubilacion;Promedio;Licenciatura;Sucursal 1;Lider;65;5;83887;47;8,5618;;
30/10/2024;UI/UX Designer;Operaciones;Condiciones Laborales;Bajo;Otros;Oficina Principal;Semi Senior;55;10;73867;45;2,6253;;
14/7/2024;Gerente de Proyecto;Ventas;Falta de Oportunidades;Promedio;Licenciatura;Sucursal 1;Director;44;6;38739;48;7,3365;;
20/1/2024;UI/UX Designer;Operaciones;Despido;Promedio;Licenciatura;Oficina Principal;Semi Senior;49;3;54439;47;9,6615;;
9/6/2024;Ingeniero de Software;Operaciones;Condiciones Laborales;Alto;Master;Oficina Principal;Lider;26;8;40460;40;9,8117;;
21/2/2024;UI/UX Designer;Consultoria;Renuncia;Bajo;Otros;Remoto;Senior;50;7;107247;43;4,6116;;
24/7/2024;Gerente de Proyecto;Desarrollo;Falta de Oportunidades;Bajo;Otros;Sucursal 1;Director;48;2;34668;35;6,7726;;
7/4/2024;Gerente de Proyecto;Soporte;Cambio de Sector;Alto;Doctorado;Sucursal 1;Junior;59;10;59531;36;9,1415;;
29/10/2024;Desarrollador;Desarrollo;Falta de Oportunidades;Bajo;Doctorado;Sucursal 1;Lider;55;8;49745;39;8,0085;;
28/5/2024;Analista de Datos;Recursos Humanos;Jubilacion;Bajo;Master;Sucursal 1;Junior;65;9;81964;36;7,9867;;
15/4/2024;Product Owner;Operaciones;Falta de Oportunidades;Promedio;Tecnico;Remoto;Director;64;10;69847;47;3,5858;;
6/4/2024;Gerente de Proyecto;Recursos Humanos;Condiciones Laborales;Alto;Master;Sucursal 1;Junior;50;9;119784;36;9,3773;;
9/5/2024;Desarrollador;Soporte;Jubilacion;Bajo;Master;Sucursal 1;Director;65;6;114424;39;3,9241;;
12/11/2024;Analista de Datos;Marketing;Jubilacion;Alto;Licenciatura;Sucursal 1;Junior;65;9;62950;47;7,9838;;
21/5/2024;Ingeniero de Software;Recursos Humanos;Despido;Alto;Doctorado;Sucursal 1;Semi Senior;59;8;111876;40;9,7501;;
11/3/2024;Product Owner;Recursos Humanos;Cambio de Sector;Alto;Doctorado;Remoto;Semi Senior;41;4;95117;43;2,4971;;
14/4/2024;Ingeniero de Software;Soporte;Cambio de Sector;Bajo;Master;Oficina Principal;Senior;55;7;99252;40;7,6926;;
3/2/2024;Tester;Operaciones;Cambio de Sector;Promedio;Master;Sucursal 1;Director;49;7;118813;38;2,5410;;
26/11/2024;Desarrollador;Recursos Humanos;Renuncia;Promedio;Tecnico;Oficina Principal;Junior;46;4;89410;43;3,2276;;
10/4/2024;Desarrollador;Soporte;Renuncia;Bajo;Doctorado;Sucursal 1;Lider;55;6;118143;40;7,5795;;
7/9/2024;UI/UX Designer;Marketing;Cambio de Sector;Bajo;Otros;Oficina Principal;Director;48;5;106157;46;9,5477;;
9/6/2024;Ingeniero de Software;Ventas;Despido;Alto;Tecnico;Remoto;Director;61;8;58566;37;2,6975;;
8/5/2024;Tester;Recursos Humanos;Cambio de Sector;Alto;Doctorado;Remoto;Semi Senior;31;8;76208;48;7,4083;;
18/7/2024;Product Owner;Operaciones;Despido;Promedio;Tecnico;Oficina Principal;Junior;52;3;71630;44;4,4128;;
29/1/2024;Gerente de Proyecto;Operaciones;Falta de Oportunidades;Promedio;Licenciatura;Oficina Principal;Senior;54;4;45649;39;3,5302;;
26/1/2024;Tester;Operaciones;Renuncia;Promedio;Licenciatura;Oficina Principal;Junior;28;3;54082;38;8,5598;;
9/12/2024;Desarrollador;Recursos Humanos;Falta de Oportunidades;Promedio;Doctorado;Oficina Principal;Director;33;8;51735;45;4,9051;;
6/7/2024;Ingeniero de Software;Operaciones;Condiciones Laborales;Bajo;Tecnico;Oficina Principal;Semi Senior;42;1;30879;35;7,2198;;
11/10/2024;UI/UX Designer;Operaciones;Despido;Bajo;Master;Oficina Principal;Junior;44;7;119286;46;7,6350;;
23/4/2024;Gerente de Proyecto;Ventas;Renuncia;Bajo;Tecnico;Remoto;Director;38;10;47609;44;2,0938;;
31/3/2024;Analista de Datos;Operaciones;Jubilacion;Promedio;Master;Sucursal 1;Junior;65;6;76299;46;9,0480;;
5/3/2024;Ingeniero de Software;Ventas;Falta de Oportunidades;Bajo;Otros;Remoto;Director;39;4;92620;47;2,0799;;
5/5/2024;UI/UX Designer;Recursos Humanos;Renuncia;Alto;Licenciatura;Sucursal 1;Junior;55;8;41203;35;8,6657;;
20/11/2024;UI/UX Designer;Soporte;Renuncia;Bajo;Master;Remoto;Junior;40;6;33800;43;3,4947;;
15/5/2024;Tester;Desarrollo;Jubilacion;Promedio;Otros;Remoto;Lider;65;10;61779;37;8,3255;;
31/5/2024;Tester;Marketing;Falta de Oportunidades;Promedio;Tecnico;Sucursal 1;Semi Senior;55;6;105493;37;5,5234;;
4/3/2024;Ingeniero de Software;Consultoria;Condiciones Laborales;Promedio;Tecnico;Sucursal 1;Junior;26;9;88320;48;9,7592;;
21/9/2024;Desarrollador;Consultoria;Despido;Promedio;Master;Sucursal 1;Lider;23;2;27390;46;8,0542;;
