Fecha,Tipo de Consulta,Segmento de Cliente,Canal de Comunicacion,Empleado Responsable,Ubicacion,Estado del Ticket,Nivel de Satisfaccion,Numero de Consultas,Tiempo de Resolucion (minutos),Numero de Seguimientos,Numero de Tickets Abiertos,Numero de Tickets Cerrados,Porcentaje de Resolucion al Primer Contacto,Numero de Escalaciones
1/11/2024,Consulta de Garantia,Distribuidor,Chat en Linea,EMP0016,Oficina Principal,Abierto,Muy Satisfecho,10,89,2,0,11,47.98,1
30/9/2024,Solicitud de Devolucion,Individual,Correo Electronico,EMP0012,Sucursal A,Pendiente,Neutral,4,8,0,4,0,78.29,1
25/5/2024,Consulta de Garantia,Individual,Telefono,EMP0009,Oficina Principal,Cerrado,Insatisfecho,17,54,0,5,3,57.18,1
1/1/2024,Informacion de Promociones,Empresa,Redes Sociales,EMP0020,Sucursal B,En Progreso,Insatisfecho,10,129,3,2,12,91.43,1
22/3/2024,Solicitud de Devolucion,Mayorista,Formulario Web,EMP0011,Oficina en Linea,Pendiente,Satisfecho,13,39,4,5,9,90.35,1
12/10/2024,Soporte Tecnico,Empresa,Correo Electronico,EMP0016,Oficina Principal,Abierto,Muy Satisfecho,3,13,1,10,1,52.22,2
21/3/2024,Informacion de Promociones,Distribuidor,Redes Sociales,EMP0020,Sucursal B,Abierto,Insatisfecho,14,119,2,0,8,92.76,2
10/12/2024,Reclamacion de Envio,Distribuidor,Chat en Linea,EMP0010,Oficina en Linea,Pendiente,Satisfecho,2,88,1,10,1,76.10,2
25/8/2024,Reclamacion de Envio,Individual,Chat en Linea,EMP0006,Oficina Principal,Pendiente,Neutral,2,66,3,7,6,41.72,1
9/10/2024,Reclamacion de Envio,Mayorista,Chat en Linea,EMP0016,Sucursal A,Abierto,Satisfecho,19,107,2,2,1,68.42,1
24/5/2024,Problema de Producto,Empresa,Chat en Linea,EMP0005,Oficina en Linea,En Progreso,Insatisfecho,16,87,2,3,12,88.15,0
29/6/2024,Consulta de Facturacion,Individual,Telefono,EMP0005,Sucursal B,Abierto,Satisfecho,1,51,0,3,13,98.29,1
3/9/2024,Informacion de Promociones,Empresa,Correo Electronico,EMP0008,Sucursal A,Cerrado,Insatisfecho,17,72,0,4,0,58.84,1
29/8/2024,Consulta de Facturacion,Mayorista,Correo Electronico,EMP0015,Oficina Principal,Pendiente,Satisfecho,15,79,0,1,3,69.08,2
4/9/2024,Consulta de Facturacion,Distribuidor,Redes Sociales,EMP0003,Sucursal B,Cerrado,Insatisfecho,2,134,4,1,12,83.60,1
18/2/2024,Problema de Producto,Empresa,Telefono,EMP0013,Sucursal A,En Progreso,Insatisfecho,2,3,2,8,9,78.20,2
15/3/2024,Solicitud de Devolucion,Distribuidor,Correo Electronico,EMP0010,Oficina en Linea,Pendiente,Muy Satisfecho,7,90,3,9,10,50.28,1
28/6/2024,Informacion de Promociones,Mayorista,Telefono,EMP0018,Sucursal A,Abierto,Muy Satisfecho,7,124,2,5,0,97.38,0
1/8/2024,Soporte Tecnico,Distribuidor,Redes Sociales,EMP0003,Oficina Principal,Cerrado,Neutral,16,50,3,10,0,42.98,2
23/11/2024,Soporte Tecnico,Empresa,Correo Electronico,EMP0010,Sucursal B,Pendiente,Insatisfecho,13,76,1,2,14,43.93,2
20/3/2024,Reclamacion de Envio,Distribuidor,Correo Electronico,EMP0008,Oficina en Linea,Cerrado,Neutral,18,17,3,1,1,83.07,1
25/3/2024,Reclamacion de Envio,Individual,Redes Sociales,EMP0003,Sucursal B,En Progreso,Insatisfecho,6,13,1,6,14,67.28,2
22/8/2024,Solicitud de Devolucion,Individual,Formulario Web,EMP0010,Sucursal A,Abierto,Muy Insatisfecho,8,125,3,1,1,77.16,1
19/6/2024,Problema de Producto,Distribuidor,Telefono,EMP0002,Sucursal B,Cerrado,Neutral,2,65,3,2,6,60.09,1
28/5/2024,Soporte Tecnico,Empresa,Correo Electronico,EMP0018,Sucursal B,Abierto,Muy Satisfecho,10,100,0,10,7,83.55,2
13/6/2024,Reclamacion de Envio,Individual,Correo Electronico,EMP0005,Oficina en Linea,En Progreso,Satisfecho,20,16,3,5,4,81.14,1
6/10/2024,Consulta de Facturacion,Individual,Correo Electronico,EMP0019,Oficina en Linea,En Progreso,Insatisfecho,19,133,0,0,3,66.95,2
4/12/2024,Consulta de Facturacion,Mayorista,Redes Sociales,EMP0006,Oficina Principal,Pendiente,Muy Satisfecho,18,65,3,4,2,93.33,1
15/3/2024,Problema de Producto,Distribuidor,Formulario Web,EMP0016,Sucursal A,En Progreso,Satisfecho,14,55,4,3,13,94.69,1
20/5/2024,Solicitud de Devolucion,Empresa,Redes Sociales,EMP0005,Sucursal B,Pendiente,Muy Satisfecho,18,106,4,1,6,90.31,1
4/5/2024,Informacion de Promociones,Individual,Correo Electronico,EMP0007,Oficina Principal,Abierto,Neutral,2,135,4,5,7,46.82,0
7/10/2024,Informacion de Promociones,Distribuidor,Redes Sociales,EMP0009,Sucursal A,En Progreso,Muy Satisfecho,15,94,4,10,4,53.51,0
11/10/2024,Solicitud de Devolucion,Individual,Telefono,EMP0008,Oficina Principal,En Progreso,Muy Insatisfecho,7,56,2,5,8,62.33,1
5/8/2024,Problema de Producto,Individual,Telefono,EMP0014,Oficina en Linea,Abierto,Muy Insatisfecho,14,132,1,0,1,77.82,2
14/7/2024,Problema de Producto,Distribuidor,Telefono,EMP0011,Oficina Principal,En Progreso,Muy Satisfecho,15,14,0,1,15,82.37,2
13/11/2024,Reclamacion de Envio,Individual,Redes Sociales,EMP0011,Oficina en Linea,En Progreso,Insatisfecho,5,66,0,9,2,95.33,1
17/4/2024,Problema de Producto,Distribuidor,Chat en Linea,EMP0018,Sucursal B,En Progreso,Satisfecho,17,28,0,3,7,58.78,2
1/12/2024,Soporte Tecnico,Distribuidor,Correo Electronico,EMP0013,Oficina en Linea,Cerrado,Satisfecho,14,45,1,6,6,56.22,0
17/5/2024,Solicitud de Devolucion,Empresa,Formulario Web,EMP0012,Sucursal A,Abierto,Muy Insatisfecho,10,126,2,5,11,96.56,0
5/3/2024,Consulta de Facturacion,Distribuidor,Redes Sociales,EMP0003,Oficina Principal,En Progreso,Muy Insatisfecho,7,102,4,4,9,79.13,2
10/7/2024,Soporte Tecnico,Distribuidor,Telefono,EMP0011,Sucursal A,Cerrado,Satisfecho,19,4,2,3,12,63.20,2
29/1/2024,Informacion de Promociones,Distribuidor,Correo Electronico,EMP0001,Oficina Principal,Cerrado,Muy Insatisfecho,14,28,4,3,5,60.36,1
4/11/2024,Problema de Producto,Distribuidor,Formulario Web,EMP0005,Sucursal A,Pendiente,Insatisfecho,12,8,0,6,4,86.58,0
4/2/2024,Informacion de Promociones,Distribuidor,Chat en Linea,EMP0019,Oficina en Linea,Pendiente,Neutral,7,120,4,10,0,46.54,1
21/8/2024,Consulta de Garantia,Individual,Redes Sociales,EMP0006,Oficina en Linea,Pendiente,Satisfecho,8,47,4,6,2,94.26,1
23/10/2024,Informacion de Promociones,Individual,Formulario Web,EMP0005,Oficina Principal,Pendiente,Muy Satisfecho,15,12,0,1,1,51.19,2
4/10/2024,Informacion de Promociones,Distribuidor,Redes Sociales,EMP0018,Sucursal B,En Progreso,Insatisfecho,8,133,3,6,7,48.52,0
29/10/2024,Soporte Tecnico,Empresa,Formulario Web,EMP0004,Oficina Principal,Cerrado,Satisfecho,6,33,0,10,6,95.70,0
27/12/2024,Consulta de Facturacion,Distribuidor,Chat en Linea,EMP0007,Sucursal B,Abierto,Satisfecho,16,82,4,2,9,97.47,0
24/2/2024,Consulta de Garantia,Mayorista,Telefono,EMP0017,Sucursal B,Cerrado,Neutral,10,61,1,0,5,71.54,1
14/2/2024,Consulta de Facturacion,Mayorista,Formulario Web,EMP0012,Sucursal A,En Progreso,Insatisfecho,11,84,3,10,13,58.61,1
1/7/2024,Informacion de Promociones,Individual,Formulario Web,EMP0007,Oficina Principal,En Progreso,Neutral,5,41,4,10,3,89.98,1
17/3/2024,Problema de Producto,Individual,Chat en Linea,EMP0014,Oficina Principal,Pendiente,Insatisfecho,9,21,1,8,13,43.56,2
1/3/2024,Problema de Producto,Mayorista,Chat en Linea,EMP0009,Sucursal B,Pendiente,Muy Satisfecho,15,80,1,0,11,76.11,2
28/1/2024,Solicitud de Devolucion,Distribuidor,Formulario Web,EMP0019,Oficina en Linea,En Progreso,Insatisfecho,16,68,1,3,2,72.86,2
9/9/2024,Soporte Tecnico,Distribuidor,Telefono,EMP0012,Sucursal B,Pendiente,Neutral,4,115,2,6,9,69.71,2
17/3/2024,Reclamacion de Envio,Empresa,Correo Electronico,EMP0012,Sucursal B,Pendiente,Muy Insatisfecho,9,19,3,6,13,72.98,1
11/2/2024,Problema de Producto,Individual,Redes Sociales,EMP0003,Sucursal B,Cerrado,Satisfecho,12,85,0,0,8,55.08,0
13/3/2024,Problema de Producto,Individual,Redes Sociales,EMP0016,Sucursal B,En Progreso,Neutral,10,29,3,10,12,90.62,0
19/12/2024,Problema de Producto,Mayorista,Telefono,EMP0020,Sucursal B,En Progreso,Neutral,1,63,1,10,0,63.96,0
26/6/2024,Consulta de Garantia,Mayorista,Telefono,EMP0011,Sucursal A,En Progreso,Insatisfecho,3,44,4,4,6,63.44,1
12/5/2024,Consulta de Garantia,Distribuidor,Correo Electronico,EMP0016,Oficina en Linea,En Progreso,Muy Satisfecho,5,93,4,10,8,87.28,0
19/3/2024,Consulta de Facturacion,Mayorista,Formulario Web,EMP0013,Oficina Principal,Cerrado,Muy Satisfecho,12,103,3,6,9,79.99,1
22/1/2024,Problema de Producto,Individual,Telefono,EMP0017,Sucursal A,Cerrado,Muy Satisfecho,4,38,2,2,12,84.10,2
6/7/2024,Consulta de Garantia,Mayorista,Formulario Web,EMP0003,Sucursal B,Pendiente,Neutral,10,22,2,3,3,50.22,0
15/7/2024,Consulta de Facturacion,Distribuidor,Formulario Web,EMP0017,Oficina en Linea,Pendiente,Neutral,15,8,3,9,0,87.20,2
22/8/2024,Soporte Tecnico,Individual,Formulario Web,EMP0014,Oficina en Linea,Abierto,Satisfecho,15,80,1,2,1,58.29,2
23/12/2024,Soporte Tecnico,Empresa,Correo Electronico,EMP0012,Oficina Principal,Pendiente,Insatisfecho,14,31,4,1,13,70.20,1
18/3/2024,Consulta de Garantia,Distribuidor,Correo Electronico,EMP0019,Oficina en Linea,Abierto,Muy Satisfecho,9,122,2,9,12,45.74,1
30/1/2024,Solicitud de Devolucion,Empresa,Chat en Linea,EMP0017,Oficina en Linea,Abierto,Satisfecho,4,29,0,6,10,70.48,2
29/10/2024,Consulta de Facturacion,Empresa,Telefono,EMP0003,Oficina en Linea,Abierto,Muy Satisfecho,15,40,4,5,13,40.73,2
14/1/2024,Solicitud de Devolucion,Distribuidor,Chat en Linea,EMP0018,Sucursal A,Cerrado,Muy Insatisfecho,11,45,0,0,2,92.86,0
1/5/2024,Soporte Tecnico,Empresa,Redes Sociales,EMP0014,Sucursal A,Pendiente,Satisfecho,4,93,4,8,11,61.53,1
7/2/2024,Consulta de Facturacion,Distribuidor,Redes Sociales,EMP0008,Sucursal A,Cerrado,Satisfecho,19,6,0,3,11,70.66,2
25/5/2024,Solicitud de Devolucion,Mayorista,Correo Electronico,EMP0003,Sucursal A,Abierto,Muy Satisfecho,17,3,3,10,10,83.41,0
5/5/2024,Solicitud de Devolucion,Mayorista,Chat en Linea,EMP0001,Sucursal B,Abierto,Neutral,5,130,4,1,10,47.21,0
2/7/2024,Soporte Tecnico,Empresa,Correo Electronico,EMP0007,Oficina en Linea,En Progreso,Neutral,4,66,0,2,1,95.95,0
24/1/2024,Reclamacion de Envio,Distribuidor,Correo Electronico,EMP0013,Oficina en Linea,Cerrado,Insatisfecho,1,112,2,5,4,63.71,2
7/10/2024,Reclamacion de Envio,Mayorista,Telefono,EMP0009,Oficina Principal,Cerrado,Neutral,9,25,1,1,1,85.92,0
5/1/2024,Consulta de Garantia,Individual,Redes Sociales,EMP0003,Oficina en Linea,En Progreso,Muy Insatisfecho,16,86,4,8,10,62.45,0
29/3/2024,Solicitud de Devolucion,Empresa,Redes Sociales,EMP0006,Oficina Principal,Pendiente,Muy Insatisfecho,1,94,1,5,13,75.24,2
6/9/2024,Reclamacion de Envio,Mayorista,Chat en Linea,EMP0006,Oficina en Linea,En Progreso,Insatisfecho,1,61,3,9,11,95.10,0
23/2/2024,Soporte Tecnico,Empresa,Telefono,EMP0019,Oficina Principal,Pendiente,Satisfecho,16,42,2,5,14,44.32,2
17/1/2024,Solicitud de Devolucion,Mayorista,Telefono,EMP0015,Oficina Principal,Pendiente,Muy Insatisfecho,1,31,2,9,12,40.62,1
13/9/2024,Problema de Producto,Empresa,Telefono,EMP0005,Sucursal A,Cerrado,Muy Insatisfecho,10,23,3,10,1,46.67,0
29/8/2024,Consulta de Garantia,Distribuidor,Correo Electronico,EMP0015,Oficina en Linea,En Progreso,Neutral,2,53,1,10,7,91.22,1
11/2/2024,Soporte Tecnico,Distribuidor,Redes Sociales,EMP0013,Sucursal B,Cerrado,Insatisfecho,12,44,4,2,2,69.33,0
2/3/2024,Reclamacion de Envio,Empresa,Chat en Linea,EMP0002,Oficina Principal,En Progreso,Neutral,15,36,0,4,0,59.60,2
21/1/2024,Informacion de Promociones,Distribuidor,Redes Sociales,EMP0016,Oficina Principal,En Progreso,Neutral,4,86,2,9,7,64.55,1
18/10/2024,Consulta de Garantia,Distribuidor,Correo Electronico,EMP0014,Sucursal A,Cerrado,Neutral,4,40,4,4,4,86.20,2
10/10/2024,Informacion de Promociones,Individual,Telefono,EMP0010,Sucursal B,En Progreso,Neutral,8,7,2,10,10,42.42,0
28/9/2024,Problema de Producto,Mayorista,Correo Electronico,EMP0012,Sucursal B,Cerrado,Satisfecho,4,123,2,0,0,71.34,0
18/9/2024,Consulta de Facturacion,Empresa,Redes Sociales,EMP0009,Sucursal A,Cerrado,Neutral,16,2,4,9,11,45.80,0
8/10/2024,Consulta de Garantia,Individual,Formulario Web,EMP0014,Oficina en Linea,Cerrado,Neutral,19,59,2,7,13,75.48,1
17/7/2024,Informacion de Promociones,Individual,Formulario Web,EMP0007,Oficina Principal,Cerrado,Muy Insatisfecho,12,24,2,8,12,56.66,0
14/8/2024,Consulta de Garantia,Mayorista,Chat en Linea,EMP0002,Oficina Principal,Cerrado,Neutral,18,37,4,4,13,49.52,2
21/8/2024,Problema de Producto,Mayorista,Correo Electronico,EMP0013,Oficina en Linea,Pendiente,Muy Insatisfecho,4,83,1,9,15,64.75,2
8/8/2024,Solicitud de Devolucion,Individual,Redes Sociales,EMP0017,Sucursal A,Abierto,Insatisfecho,11,98,1,9,4,94.19,2
12/1/2024,Consulta de Garantia,Mayorista,Chat en Linea,EMP0019,Oficina Principal,Cerrado,Muy Insatisfecho,9,68,2,1,6,63.90,0
18/11/2024,Problema de Producto,Individual,Telefono,EMP0003,Oficina Principal,Pendiente,Satisfecho,4,109,4,8,13,94.69,0
18/11/2024,Solicitud de Devolucion,Empresa,Chat en Linea,EMP0010,Sucursal A,Pendiente,Muy Insatisfecho,12,26,1,9,3,94.99,2
22/9/2024,Reclamacion de Envio,Mayorista,Formulario Web,EMP0009,Sucursal B,Cerrado,Insatisfecho,16,13,2,7,15,98.99,0
19/2/2024,Consulta de Facturacion,Distribuidor,Redes Sociales,EMP0019,Oficina Principal,En Progreso,Insatisfecho,19,31,3,0,5,60.74,1
4/7/2024,Soporte Tecnico,Individual,Correo Electronico,EMP0002,Sucursal A,Cerrado,Insatisfecho,5,119,2,4,2,86.59,0
28/12/2024,Consulta de Facturacion,Distribuidor,Redes Sociales,EMP0015,Sucursal A,Abierto,Insatisfecho,16,94,3,7,8,98.79,1
6/12/2024,Informacion de Promociones,Empresa,Redes Sociales,EMP0012,Oficina Principal,Abierto,Insatisfecho,5,82,4,0,8,63.80,1
19/2/2024,Soporte Tecnico,Empresa,Formulario Web,EMP0010,Sucursal B,En Progreso,Muy Insatisfecho,20,135,3,3,3,82.60,0
28/6/2024,Problema de Producto,Mayorista,Telefono,EMP0006,Sucursal A,En Progreso,Insatisfecho,6,92,4,9,1,62.98,0
15/3/2024,Reclamacion de Envio,Distribuidor,Correo Electronico,EMP0008,Oficina Principal,En Progreso,Satisfecho,17,21,3,0,1,61.73,1
14/12/2024,Informacion de Promociones,Individual,Chat en Linea,EMP0015,Oficina Principal,Abierto,Muy Insatisfecho,7,109,0,2,9,53.60,1
27/7/2024,Consulta de Facturacion,Individual,Telefono,EMP0014,Oficina en Linea,Cerrado,Muy Insatisfecho,5,122,0,3,1,79.44,0
1/1/2024,Reclamacion de Envio,Individual,Telefono,EMP0006,Sucursal A,Pendiente,Insatisfecho,20,19,2,0,2,98.03,2
18/2/2024,Soporte Tecnico,Empresa,Chat en Linea,EMP0010,Sucursal A,En Progreso,Muy Insatisfecho,3,9,0,4,8,67.82,1
27/11/2024,Consulta de Facturacion,Individual,Telefono,EMP0003,Oficina en Linea,En Progreso,Neutral,2,54,3,0,2,73.34,2
20/10/2024,Problema de Producto,Distribuidor,Telefono,EMP0008,Oficina Principal,Abierto,Neutral,9,109,2,0,12,81.05,0
9/10/2024,Consulta de Facturacion,Individual,Chat en Linea,EMP0016,Sucursal B,Abierto,Satisfecho,1,71,1,1,0,98.80,0
21/12/2024,Consulta de Garantia,Distribuidor,Correo Electronico,EMP0014,Sucursal A,Cerrado,Muy Satisfecho,20,117,4,2,7,40.15,0
17/10/2024,Informacion de Promociones,Distribuidor,Chat en Linea,EMP0007,Oficina en Linea,Abierto,Neutral,3,11,3,1,9,80.52,2
11/8/2024,Reclamacion de Envio,Empresa,Formulario Web,EMP0005,Oficina Principal,Abierto,Muy Satisfecho,19,113,0,8,6,49.52,0
7/9/2024,Consulta de Garantia,Mayorista,Redes Sociales,EMP0010,Sucursal A,En Progreso,Muy Satisfecho,6,64,1,10,9,57.38,0
21/1/2024,Solicitud de Devolucion,Individual,Correo Electronico,EMP0007,Oficina Principal,Cerrado,Muy Insatisfecho,20,80,1,0,7,74.07,2
25/2/2024,Consulta de Garantia,Individual,Telefono,EMP0015,Sucursal B,Pendiente,Satisfecho,9,112,1,1,14,68.36,0
14/4/2024,Solicitud de Devolucion,Mayorista,Formulario Web,EMP0012,Sucursal A,Pendiente,Satisfecho,6,133,4,1,4,71.99,1
24/9/2024,Consulta de Facturacion,Mayorista,Chat en Linea,EMP0003,Oficina Principal,En Progreso,Muy Satisfecho,4,131,2,5,9,90.74,2
11/7/2024,Consulta de Facturacion,Mayorista,Telefono,EMP0009,Oficina en Linea,Abierto,Muy Satisfecho,1,69,3,7,0,55.69,2
14/9/2024,Consulta de Facturacion,Distribuidor,Formulario Web,EMP0010,Sucursal B,Cerrado,Muy Satisfecho,12,106,3,0,0,53.23,2
12/12/2024,Reclamacion de Envio,Distribuidor,Redes Sociales,EMP0019,Sucursal A,Abierto,Muy Satisfecho,5,14,3,4,13,75.80,0
22/1/2024,Consulta de Facturacion,Empresa,Telefono,EMP0004,Sucursal A,Cerrado,Satisfecho,6,131,2,7,1,66.62,2
21/6/2024,Reclamacion de Envio,Individual,Formulario Web,EMP0020,Sucursal B,En Progreso,Satisfecho,17,50,3,5,6,64.48,1
18/8/2024,Solicitud de Devolucion,Mayorista,Chat en Linea,EMP0006,Oficina Principal,Abierto,Satisfecho,14,130,0,0,15,88.60,0
11/6/2024,Consulta de Facturacion,Individual,Redes Sociales,EMP0004,Oficina en Linea,Pendiente,Satisfecho,18,117,1,6,6,81.93,2
9/1/2024,Consulta de Facturacion,Mayorista,Redes Sociales,EMP0002,Oficina Principal,En Progreso,Insatisfecho,16,76,3,0,2,44.97,2
29/2/2024,Informacion de Promociones,Individual,Formulario Web,EMP0014,Oficina en Linea,En Progreso,Neutral,10,107,2,1,8,87.37,2
26/9/2024,Problema de Producto,Individual,Chat en Linea,EMP0017,Sucursal A,Pendiente,Muy Satisfecho,14,101,0,1,12,96.31,2
22/10/2024,Consulta de Facturacion,Individual,Formulario Web,EMP0020,Oficina en Linea,Cerrado,Insatisfecho,19,6,0,2,1,84.17,1
16/11/2024,Reclamacion de Envio,Individual,Redes Sociales,EMP0005,Sucursal A,Abierto,Muy Insatisfecho,7,125,1,3,14,97.75,1
4/12/2024,Informacion de Promociones,Empresa,Telefono,EMP0012,Sucursal A,Abierto,Satisfecho,19,97,1,8,5,88.76,1
1/3/2024,Soporte Tecnico,Distribuidor,Chat en Linea,EMP0005,Oficina en Linea,Pendiente,Satisfecho,18,27,1,10,0,56.60,2
21/2/2024,Soporte Tecnico,Distribuidor,Telefono,EMP0018,Sucursal A,Pendiente,Muy Satisfecho,18,42,2,8,9,63.24,0
25/11/2024,Soporte Tecnico,Individual,Telefono,EMP0017,Sucursal B,Abierto,Satisfecho,10,88,4,8,2,95.18,2
20/12/2024,Consulta de Facturacion,Individual,Formulario Web,EMP0007,Sucursal A,Pendiente,Muy Insatisfecho,16,116,0,9,6,42.02,0
7/6/2024,Problema de Producto,Empresa,Redes Sociales,EMP0011,Oficina en Linea,Pendiente,Muy Satisfecho,18,107,1,9,11,66.48,2
18/9/2024,Problema de Producto,Empresa,Chat en Linea,EMP0016,Sucursal A,En Progreso,Muy Satisfecho,20,134,4,4,10,41.87,0
23/6/2024,Consulta de Facturacion,Distribuidor,Formulario Web,EMP0006,Oficina en Linea,Abierto,Muy Satisfecho,3,93,2,1,4,89.52,0
2/8/2024,Soporte Tecnico,Individual,Correo Electronico,EMP0005,Sucursal B,Cerrado,Muy Insatisfecho,17,48,3,8,3,76.79,2
11/10/2024,Consulta de Garantia,Distribuidor,Redes Sociales,EMP0011,Oficina Principal,En Progreso,Neutral,2,110,3,4,10,63.95,2
16/11/2024,Solicitud de Devolucion,Distribuidor,Formulario Web,EMP0013,Sucursal B,En Progreso,Neutral,12,110,1,10,13,71.20,2
15/8/2024,Solicitud de Devolucion,Mayorista,Formulario Web,EMP0010,Sucursal A,En Progreso,Neutral,15,129,3,8,6,73.93,2
22/11/2024,Problema de Producto,Individual,Telefono,EMP0007,Oficina Principal,Abierto,Insatisfecho,17,28,3,7,9,52.07,0
15/10/2024,Soporte Tecnico,Mayorista,Telefono,EMP0005,Oficina Principal,Cerrado,Satisfecho,1,16,0,0,3,87.39,2
2/6/2024,Problema de Producto,Mayorista,Correo Electronico,EMP0015,Sucursal B,Abierto,Satisfecho,12,63,3,2,11,51.89,1
29/10/2024,Informacion de Promociones,Mayorista,Correo Electronico,EMP0005,Oficina Principal,Cerrado,Neutral,4,103,3,7,4,49.28,0
18/6/2024,Consulta de Garantia,Distribuidor,Correo Electronico,EMP0003,Sucursal A,Pendiente,Insatisfecho,14,65,0,5,15,75.97,0
30/5/2024,Problema de Producto,Mayorista,Redes Sociales,EMP0009,Sucursal A,Cerrado,Muy Satisfecho,12,108,4,4,12,51.70,2
23/10/2024,Consulta de Garantia,Mayorista,Correo Electronico,EMP0008,Oficina Principal,En Progreso,Muy Insatisfecho,4,6,1,1,0,58.72,1
2/3/2024,Problema de Producto,Empresa,Correo Electronico,EMP0007,Oficina en Linea,En Progreso,Muy Satisfecho,4,128,3,9,4,72.76,0
21/12/2024,Problema de Producto,Distribuidor,Telefono,EMP0008,Oficina Principal,Cerrado,Satisfecho,3,17,3,7,14,94.15,0
14/3/2024,Consulta de Garantia,Individual,Correo Electronico,EMP0011,Oficina en Linea,En Progreso,Muy Satisfecho,2,98,3,5,1,80.88,0
22/8/2024,Problema de Producto,Empresa,Formulario Web,EMP0019,Sucursal B,Abierto,Insatisfecho,2,63,3,2,6,71.60,0
20/12/2024,Consulta de Garantia,Empresa,Chat en Linea,EMP0014,Sucursal B,Cerrado,Insatisfecho,10,108,0,0,8,84.55,1
24/5/2024,Reclamacion de Envio,Distribuidor,Correo Electronico,EMP0002,Oficina Principal,En Progreso,Satisfecho,9,82,1,8,11,93.84,2
18/10/2024,Problema de Producto,Mayorista,Formulario Web,EMP0016,Oficina en Linea,Abierto,Muy Satisfecho,7,39,4,10,11,97.39,0
10/4/2024,Soporte Tecnico,Mayorista,Formulario Web,EMP0012,Oficina Principal,Abierto,Neutral,4,53,3,6,15,80.02,0
13/6/2024,Informacion de Promociones,Empresa,Chat en Linea,EMP0019,Sucursal A,En Progreso,Neutral,11,109,0,4,0,60.30,2
4/12/2024,Solicitud de Devolucion,Empresa,Chat en Linea,EMP0010,Sucursal B,Cerrado,Muy Insatisfecho,6,9,0,3,2,62.54,0
1/6/2024,Solicitud de Devolucion,Distribuidor,Correo Electronico,EMP0013,Sucursal A,Abierto,Muy Satisfecho,1,75,2,1,6,64.75,2
6/9/2024,Problema de Producto,Distribuidor,Chat en Linea,EMP0016,Oficina Principal,En Progreso,Insatisfecho,18,48,0,0,8,50.81,1
6/5/2024,Consulta de Facturacion,Individual,Correo Electronico,EMP0011,Oficina Principal,Abierto,Insatisfecho,12,89,2,10,3,98.72,1
24/10/2024,Problema de Producto,Distribuidor,Redes Sociales,EMP0018,Oficina en Linea,En Progreso,Insatisfecho,9,69,3,8,8,73.31,0
4/9/2024,Consulta de Facturacion,Distribuidor,Telefono,EMP0014,Sucursal A,Pendiente,Insatisfecho,18,43,3,2,7,52.15,2
24/3/2024,Informacion de Promociones,Empresa,Chat en Linea,EMP0011,Oficina en Linea,Pendiente,Satisfecho,14,33,0,0,15,60.60,1
25/10/2024,Problema de Producto,Individual,Chat en Linea,EMP0003,Oficina Principal,Pendiente,Neutral,12,22,0,4,2,78.43,1
22/9/2024,Solicitud de Devolucion,Distribuidor,Chat en Linea,EMP0010,Sucursal B,Pendiente,Muy Insatisfecho,18,40,2,7,12,82.89,1
11/2/2024,Informacion de Promociones,Distribuidor,Chat en Linea,EMP0004,Sucursal A,Pendiente,Neutral,9,134,2,3,9,71.51,0
29/1/2024,Informacion de Promociones,Mayorista,Telefono,EMP0013,Oficina en Linea,Cerrado,Neutral,6,96,0,6,2,96.13,2
27/8/2024,Problema de Producto,Distribuidor,Redes Sociales,EMP0018,Oficina Principal,En Progreso,Muy Insatisfecho,14,52,0,6,7,69.99,2
4/1/2024,Informacion de Promociones,Empresa,Formulario Web,EMP0009,Sucursal B,Abierto,Insatisfecho,3,40,1,7,8,86.70,2
20/10/2024,Informacion de Promociones,Individual,Telefono,EMP0001,Oficina Principal,En Progreso,Satisfecho,14,125,3,3,5,98.15,1
21/2/2024,Soporte Tecnico,Empresa,Correo Electronico,EMP0006,Sucursal A,Cerrado,Muy Satisfecho,1,91,4,9,3,69.26,0
29/11/2024,Consulta de Garantia,Individual,Redes Sociales,EMP0017,Sucursal A,Abierto,Satisfecho,12,97,1,8,13,81.68,1
6/7/2024,Consulta de Garantia,Individual,Telefono,EMP0006,Sucursal A,Pendiente,Muy Satisfecho,17,31,1,7,1,73.57,0
22/5/2024,Solicitud de Devolucion,Mayorista,Chat en Linea,EMP0018,Sucursal A,En Progreso,Satisfecho,4,76,4,7,5,40.21,2
30/1/2024,Soporte Tecnico,Mayorista,Telefono,EMP0016,Oficina en Linea,Cerrado,Muy Insatisfecho,10,4,4,5,0,46.94,2
3/5/2024,Soporte Tecnico,Individual,Formulario Web,EMP0017,Oficina Principal,Cerrado,Satisfecho,11,124,1,9,7,70.73,2
13/4/2024,Informacion de Promociones,Mayorista,Telefono,EMP0015,Sucursal A,En Progreso,Satisfecho,18,87,4,1,5,45.57,2
28/2/2024,Informacion de Promociones,Mayorista,Telefono,EMP0009,Sucursal A,En Progreso,Muy Insatisfecho,20,122,0,3,0,72.39,2
13/2/2024,Reclamacion de Envio,Individual,Redes Sociales,EMP0001,Sucursal A,Pendiente,Muy Satisfecho,14,94,0,9,8,94.25,1
21/3/2024,Consulta de Facturacion,Mayorista,Chat en Linea,EMP0020,Sucursal B,En Progreso,Insatisfecho,1,1,3,5,9,67.24,1
